representative,full_name,bioguide_id,party,state,state_abbr,district,district_code,district_key,official_url,Democratic Majority,Not Voting,Present,Republican Majority,Neither,party_split_roll_calls,votes_cast_on_party_split_roll_calls,with_republican_pct,with_democratic_pct,missed_party_split_votes_pct,govtrack_id,icpsr_id,wikidata_id,first_name,last_name,office,address,phone,term_start,term_end
Luna,Anna Paulina Luna,L000596,Republican,FL,FL,13.0,13.0,FL-13,https://luna.house.gov,9,25,0,348,0,382,357,97.5,2.5,6.5,456891.0,,Q112805534,Anna,Luna,226 Cannon House Office Building,226 Cannon House Office Building Washington DC 20515-0913,202-225-5961,2025-01-03,2027-01-03
Mast,Brian J. Mast,M001199,Republican,FL,FL,21.0,21.0,FL-21,https://mast.house.gov,8,7,0,367,0,382,375,97.9,2.1,1.8,412698.0,21735.0,Q27733854,Brian,Mast,2182 Rayburn House Office Building,2182 Rayburn House Office Building Washington DC 20515-0921,202-225-3026,2025-01-03,2027-01-03
Mills,Cory Mills,M001216,Republican,FL,FL,7.0,7.0,FL-07,https://mills.house.gov,5,7,0,370,0,382,375,98.7,1.3,1.8,456889.0,,Q115137377,Cory,Mills,346 Cannon House Office Building,346 Cannon House Office Building Washington DC 20515-0907,202-225-4035,2025-01-03,2027-01-03
Patronis,Jimmy Patronis,P000622,Republican,FL,FL,1.0,1.0,FL-01,https://patronis.house.gov,10,0,0,320,0,330,330,97.0,3.0,0.0,457034.0,,Q6201036,Jimmy,Patronis,2021 Rayburn House Office Building,2021 Rayburn House Office Building Washington DC 20515-0901,202-225-4136,2025-04-02,2027-01-03
Rutherford,John H. Rutherford,R000609,Republican,FL,FL,5.0,5.0,FL-05,https://rutherford.house.gov,5,49,0,328,0,382,333,98.5,1.5,12.8,412692.0,21744.0,Q6256043,John,Rutherford,1711 Longworth House Office Building,1711 Longworth House Office Building Washington DC 20515-0905,202-225-2501,2025-01-03,2027-01-03
Salazar,Maria Elvira Salazar,S000168,Republican,FL,FL,27.0,27.0,FL-27,https://salazar.house.gov,16,42,0,324,0,382,340,95.3,4.7,11.0,456810.0,,Q6003715,Maria,Salazar,2162 Rayburn House Office Building,2162 Rayburn House Office Building Washington DC 20515-0927,202-225-3931,2025-01-03,2027-01-03
Steube,W. Gregory Steube,S001214,Republican,FL,FL,17.0,17.0,FL-17,https://steube.house.gov,7,7,0,368,0,382,375,98.1,1.9,1.8,412766.0,21971.0,Q5606295,W.,Steube,2457 Rayburn House Office Building,2457 Rayburn House Office Building Washington DC 20515-0917,202-225-5792,2025-01-03,2027-01-03
Waltz,,,Republican,FL,FL,,,,,0,4,0,5,0,9,5,100.0,0.0,44.4,,,,,,,,,,
Webster (FL),Daniel Webster,W000806,Republican,FL,FL,11.0,11.0,FL-11,https://webster.house.gov,4,2,0,376,0,382,380,98.9,1.1,0.5,412410.0,21116.0,Q1163099,Daniel,Webster,2184 Rayburn House Office Building,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,2025-01-03,2027-01-03
Allen,Rick W. Allen,A000372,Republican,GA,GA,12.0,12.0,GA-12,https://allen.house.gov,1,4,0,377,0,382,378,99.7,0.3,1.0,412625.0,21516.0,Q18683976,Rick,Allen,462 Cannon House Office Building,462 Cannon House Office Building Washington DC 20515-1012,202-225-2823,2025-01-03,2027-01-03
Carter (GA),"Earl L. ""Buddy"" Carter",C001103,Republican,GA,GA,1.0,1.0,GA-01,https://buddycarter.house.gov,5,17,0,360,0,382,365,98.6,1.4,4.5,412622.0,21513.0,Q16240994,Earl,Carter,2432 Rayburn House Office Building,2432 Rayburn House Office Building Washington DC 20515-1001,202-225-5831,2025-01-03,2027-01-03
Clyde,Andrew S. Clyde,C001116,Republican,GA,GA,9.0,9.0,GA-09,https://clyde.house.gov,4,3,0,375,0,382,379,98.9,1.1,0.8,456813.0,,Q102277679,Andrew,Clyde,445 Cannon House Office Building,445 Cannon House Office Building Washington DC 20515-1009,202-225-9893,2025-01-03,2027-01-03
Collins,Mike Collins,C001129,Republican,GA,GA,10.0,10.0,GA-10,https://collins.house.gov,2,3,0,377,0,382,379,99.5,0.5,0.8,456895.0,,Q115806750,Mike,Collins,2351 Rayburn House Office Building,2351 Rayburn House Office Building Washington DC 20515-1010,202-225-4101,2025-01-03,2027-01-03
Fuller,Clay Fuller,F000485,Republican,GA,GA,14.0,14.0,GA-14,https://fuller.house.gov,2,0,0,44,0,46,46,95.7,4.3,0.0,457041.0,,Q138355765,Clay,Fuller,2201 Rayburn House Office Building,2201 Rayburn House Office Building Washington DC 20515-1014,202-225-5211,2026-04-14,2027-01-03
Greene (GA),,,Republican,GA,GA,,,,,7,25,1,220,0,253,227,96.9,3.1,9.9,,,,,,,,,,
Jack,Brian Jack,J000311,Republican,GA,GA,3.0,3.0,GA-03,https://jack.house.gov,8,0,0,374,0,382,382,97.9,2.1,0.0,456987.0,,Q86493775,Brian,Jack,1320 Longworth House Office Building,1320 Longworth House Office Building Washington DC 20515-1003,202-225-5901,2025-01-03,2027-01-03
Loudermilk,Barry Loudermilk,L000583,Republican,GA,GA,11.0,11.0,GA-11,https://loudermilk.house.gov,1,17,0,364,0,382,365,99.7,0.3,4.5,412624.0,21515.0,Q16731643,Barry,Loudermilk,2133 Rayburn House Office Building,2133 Rayburn House Office Building Washington DC 20515-1011,202-225-2931,2025-01-03,2027-01-03
McCormick,Richard McCormick,M001218,Republican,GA,GA,7.0,7.0,GA-07,https://mccormick.house.gov,4,1,0,377,0,382,381,99.0,1.0,0.3,456894.0,,Q115474083,Rich,McCormick,1719 Longworth House Office Building,1719 Longworth House Office Building Washington DC 20515-1007,202-225-4272,2025-01-03,2027-01-03
"Scott, Austin",,,Republican,GA,GA,,,,,2,2,0,378,0,382,380,99.5,0.5,0.5,,,,,,,,,,
Moylan,James C. Moylan,M001219,Republican,GU,GU,0.0,0.0,GU-00,https://moylan.house.gov,18,6,0,16,0,40,34,47.1,52.9,15.0,456896.0,,Q114108969,James (Jim),Moylan,228 Cannon House Office Building,228 Cannon House Office Building Washington DC 20515-5301,202-225-1188,2025-01-03,2027-01-03
Feenstra,Randy Feenstra,F000446,Republican,IA,IA,4.0,4.0,IA-04,https://feenstra.house.gov,11,6,0,365,0,382,376,97.1,2.9,1.6,456818.0,,Q7292187,Randy,Feenstra,2434 Rayburn House Office Building,2434 Rayburn House Office Building Washington DC 20515-1504,202-225-4426,2025-01-03,2027-01-03
Hinson,Ashley Hinson,H001091,Republican,IA,IA,2.0,2.0,IA-02,https://hinson.house.gov,7,4,0,371,0,382,378,98.1,1.9,1.0,456816.0,,Q60713905,Ashley,Hinson,2458 Rayburn House Office Building,2458 Rayburn House Office Building Washington DC 20515-1502,202-225-2911,2025-01-03,2027-01-03
Miller-Meeks,,,Republican,IA,IA,,,,,17,12,0,353,0,382,370,95.4,4.6,3.1,,,,,,,,,,
Nunn (IA),Zachary Nunn,N000193,Republican,IA,IA,3.0,3.0,IA-03,https://nunn.house.gov,20,12,1,349,0,382,369,94.6,5.4,3.1,456898.0,,Q84719792,Zachary (Zach),Nunn,1410 Longworth House Office Building,1410 Longworth House Office Building Washington DC 20515-1503,202-225-5476,2025-01-03,2027-01-03
Fulcher,Russ Fulcher,F000469,Republican,ID,ID,1.0,1.0,ID-01,https://fulcher.house.gov,3,5,0,374,0,382,377,99.2,0.8,1.3,412773.0,21920.0,Q7381134,Russ,Fulcher,1514 Longworth House Office Building,1514 Longworth House Office Building Washington DC 20515-1201,202-225-6611,2025-01-03,2027-01-03
Simpson,Michael K. Simpson,S001148,Republican,ID,ID,2.0,2.0,ID-02,https://simpson.house.gov,19,5,0,358,0,382,377,95.0,5.0,1.3,400376.0,29910.0,Q549521,Michael,Simpson,2084 Rayburn House Office Building,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,2025-01-03,2027-01-03
Bost,Mike Bost,B001295,Republican,IL,IL,12.0,12.0,IL-12,https://bost.house.gov,6,3,0,373,0,382,379,98.4,1.6,0.8,412629.0,21519.0,Q6846090,Mike,Bost,352 Cannon House Office Building,352 Cannon House Office Building Washington DC 20515-1312,202-225-5661,2025-01-03,2027-01-03
LaHood,Darin LaHood,L000585,Republican,IL,IL,16.0,16.0,IL-16,https://lahood.house.gov,7,26,0,349,0,382,356,98.0,2.0,6.8,412674.0,21562.0,Q5222780,Darin,LaHood,503 Cannon House Office Building,503 Cannon House Office Building Washington DC 20515-1316,202-225-6201,2025-01-03,2027-01-03
Miller (IL),Mary E. Miller,M001211,Republican,IL,IL,15.0,15.0,IL-15,https://marymiller.house.gov,2,6,0,374,0,382,376,99.5,0.5,1.6,456820.0,,Q101204553,Mary,Miller,1740 Longworth House Office Building,1740 Longworth House Office Building Washington DC 20515-1315,202-225-5271,2025-01-03,2027-01-03
Baird,James R. Baird,B001307,Republican,IN,IN,4.0,4.0,IN-04,https://baird.house.gov,9,20,0,353,0,382,362,97.5,2.5,5.2,412777.0,21903.0,Q48813213,James,Baird,2303 Rayburn House Office Building,2303 Rayburn House Office Building Washington DC 20515-1404,202-225-5037,2025-01-03,2027-01-03
Houchin,Erin Houchin,H001093,Republican,IN,IN,9.0,9.0,IN-09,https://houchin.house.gov,1,7,0,374,0,382,375,99.7,0.3,1.8,456903.0,,Q20676994,Erin,Houchin,342 Cannon House Office Building,342 Cannon House Office Building Washington DC 20515-1409,202-225-5315,2025-01-03,2027-01-03
Messmer,Mark B. Messmer,M001233,Republican,IN,IN,8.0,8.0,IN-08,https://messmer.house.gov,3,5,0,374,0,382,377,99.2,0.8,1.3,456989.0,,Q6768869,Mark,Messmer,1208 Longworth House Office Building,1208 Longworth House Office Building Washington DC 20515-1408,202-225-4636,2025-01-03,2027-01-03
Shreve,Jefferson Shreve,S001229,Republican,IN,IN,6.0,6.0,IN-06,https://shreve.house.gov,1,5,0,376,0,382,377,99.7,0.3,1.3,456988.0,,Q130979817,Jefferson,Shreve,224 Cannon House Office Building,224 Cannon House Office Building Washington DC 20515-1406,202-225-3021,2025-01-03,2027-01-03
Spartz,Victoria Spartz,S000929,Republican,IN,IN,5.0,5.0,IN-05,https://spartz.house.gov,10,15,0,357,0,382,367,97.3,2.7,3.9,456822.0,,Q44059867,Victoria,Spartz,1609 Longworth House Office Building,1609 Longworth House Office Building Washington DC 20515-1405,202-225-2276,2025-01-03,2027-01-03
Stutzman,Marlin A. Stutzman,S001188,Republican,IN,IN,3.0,3.0,IN-03,https://stutzman.house.gov,1,5,0,376,0,382,377,99.7,0.3,1.3,412392.0,21100.0,Q1902106,Marlin,Stutzman,404 Cannon House Office Building,404 Cannon House Office Building Washington DC 20515-1403,202-225-4436,2025-01-03,2027-01-03
Yakym,Rudy Yakym III,Y000067,Republican,IN,IN,2.0,2.0,IN-02,https://yakym.house.gov,2,0,0,380,0,382,382,99.5,0.5,0.0,456873.0,,Q115137719,Rudy,Yakym,349 Cannon House Office Building,349 Cannon House Office Building Washington DC 20515-1402,202-225-3915,2025-01-03,2027-01-03
Estes,Ron Estes,E000298,Republican,KS,KS,4.0,4.0,KS-04,https://estes.house.gov,5,2,0,375,0,382,380,98.7,1.3,0.5,412735.0,21750.0,Q7363747,Ron,Estes,2234 Rayburn House Office Building,2234 Rayburn House Office Building Washington DC 20515-1604,202-225-6216,2025-01-03,2027-01-03
Mann,Tracey Mann,M000871,Republican,KS,KS,1.0,1.0,KS-01,https://mann.house.gov,1,0,0,381,0,382,382,99.7,0.3,0.0,456823.0,,Q48767554,Tracey,Mann,344 Cannon House Office Building,344 Cannon House Office Building Washington DC 20515-1601,202-225-2715,2025-01-03,2027-01-03
Schmidt,Derek Schmidt,S001228,Republican,KS,KS,2.0,2.0,KS-02,https://schmidt.house.gov,5,3,0,374,0,382,379,98.7,1.3,0.8,456990.0,,Q5262335,Derek,Schmidt,1223 Longworth House Office Building,1223 Longworth House Office Building Washington DC 20515-1602,202-225-6601,2025-01-03,2027-01-03
Barr,Andy Barr,B001282,Republican,KY,KY,6.0,6.0,KY-06,https://barr.house.gov,2,14,0,366,0,382,368,99.5,0.5,3.7,412541.0,21333.0,Q3828645,Garland,Barr,2430 Rayburn House Office Building,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,2025-01-03,2027-01-03
Comer,James Comer,C001108,Republican,KY,KY,1.0,1.0,KY-01,https://comer.house.gov,4,8,0,370,0,382,374,98.9,1.1,2.1,412676.0,21565.0,Q6131602,James,Comer,2410 Rayburn House Office Building,2410 Rayburn House Office Building Washington DC 20515-1701,202-225-3115,2025-01-03,2027-01-03
Guthrie,Brett Guthrie,G000558,Republican,KY,KY,2.0,2.0,KY-02,https://guthrie.house.gov,12,1,0,369,0,382,381,96.9,3.1,0.3,412278.0,20916.0,Q910794,Brett,Guthrie,2161 Rayburn House Office Building,2161 Rayburn House Office Building Washington DC 20515-1702,202-225-3501,2025-01-03,2027-01-03
Massie,Thomas Massie,M001184,Republican,KY,KY,4.0,4.0,KY-04,https://massie.house.gov,44,13,2,323,0,382,367,88.0,12.0,3.4,412503.0,31102.0,Q2426031,Thomas,Massie,2371 Rayburn House Office Building,2371 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,2025-01-03,2027-01-03
Rogers (KY),Harold Rogers,R000395,Republican,KY,KY,5.0,5.0,KY-05,https://halrogers.house.gov,13,8,0,361,0,382,374,96.5,3.5,2.1,400340.0,14854.0,Q547153,Harold,Rogers,2406 Rayburn House Office Building,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,2025-01-03,2027-01-03
Higgins (LA),Clay Higgins,H001077,Republican,LA,LA,3.0,3.0,LA-03,https://clayhiggins.house.gov,2,3,0,377,0,382,379,99.5,0.5,0.8,412705.0,21724.0,Q25849505,Clay,Higgins,572 Cannon House Office Building,572 Cannon House Office Building Washington DC 20515-1803,202-225-2031,2025-01-03,2027-01-03
Johnson (LA),Mike Johnson,J000299,Republican,LA,LA,4.0,4.0,LA-04,https://mikejohnson.house.gov,1,0,0,325,0,326,326,99.7,0.3,0.0,412706.0,21727.0,Q19880665,Mike,Johnson,521 Cannon House Office Building,521 Cannon House Office Building Washington DC 20515-1804,202-225-2777,2025-01-03,2027-01-03
Letlow,Julia Letlow,L000595,Republican,LA,LA,5.0,5.0,LA-05,https://letlow.house.gov,2,15,0,365,0,382,367,99.5,0.5,3.9,456859.0,,Q106089241,Julia,Letlow,142 Cannon House Office Building,142 Cannon House Office Building Washington DC 20515-1805,202-225-8490,2025-01-03,2027-01-03
Scalise,Steve Scalise,S001176,Republican,LA,LA,1.0,1.0,LA-01,https://scalise.house.gov,3,5,0,374,0,382,377,99.2,0.8,1.3,412261.0,20759.0,Q1857141,Steve,Scalise,266 Cannon House Office Building,266 Cannon House Office Building Washington DC 20515-1801,202-225-3015,2025-01-03,2027-01-03
Harris (MD),Andy Harris,H001052,Republican,MD,MD,1.0,1.0,MD-01,https://harris.house.gov,8,9,1,364,0,382,372,97.8,2.2,2.4,412434.0,21139.0,Q506639,Andy,Harris,1536 Longworth House Office Building,1536 Longworth House Office Building Washington DC 20515-2001,202-225-5311,2025-01-03,2027-01-03
Barrett,Tom Barrett,B001321,Republican,MI,MI,7.0,7.0,MI-07,https://barrett.house.gov,7,3,0,372,0,382,379,98.2,1.8,0.8,456994.0,,Q18684588,Tom,Barrett,1232 Longworth House Office Building,1232 Longworth House Office Building Washington DC 20515-2207,202-225-4872,2025-01-03,2027-01-03
Bergman,Jack Bergman,B001301,Republican,MI,MI,1.0,1.0,MI-01,https://bergman.house.gov,6,10,0,366,0,382,372,98.4,1.6,2.6,412709.0,21704.0,Q6262116,Jack,Bergman,566 Cannon House Office Building,566 Cannon House Office Building Washington DC 20515-2201,202-225-4735,2025-01-03,2027-01-03
Huizenga,Bill Huizenga,H001058,Republican,MI,MI,4.0,4.0,MI-04,https://huizenga.house.gov,9,5,0,368,0,382,377,97.6,2.4,1.3,412437.0,21142.0,Q862199,Bill,Huizenga,2232 Rayburn House Office Building,2232 Rayburn House Office Building Washington DC 20515-2204,202-225-4401,2025-01-03,2027-01-03
James,John James,J000307,Republican,MI,MI,10.0,10.0,MI-10,https://james.house.gov,12,12,0,358,0,382,370,96.8,3.2,3.1,456907.0,,Q56027187,John,James,1519 Longworth House Office Building,1519 Longworth House Office Building Washington DC 20515-2210,202-225-4961,2025-01-03,2027-01-03
McClain,Lisa C. McClain,M001136,Republican,MI,MI,9.0,9.0,MI-09,https://mcclain.house.gov,8,8,0,366,0,382,374,97.9,2.1,2.1,456827.0,,Q102184540,Lisa,McClain,562 Cannon House Office Building,562 Cannon House Office Building Washington DC 20515-2209,202-225-2106,2025-01-03,2027-01-03
Moolenaar,John R. Moolenaar,M001194,Republican,MI,MI,2.0,2.0,MI-02,https://moolenaar.house.gov,10,2,0,370,0,382,380,97.4,2.6,0.5,412634.0,21526.0,Q16194212,John,Moolenaar,246 Cannon House Office Building,246 Cannon House Office Building Washington DC 20515-2202,202-225-3561,2025-01-03,2027-01-03
Walberg,Tim Walberg,W000798,Republican,MI,MI,5.0,5.0,MI-05,https://walberg.house.gov,10,3,0,369,0,382,379,97.4,2.6,0.8,412213.0,20725.0,Q978618,Tim,Walberg,2266 Rayburn House Office Building,2266 Rayburn House Office Building Washington DC 20515-2205,202-225-6276,2025-01-03,2027-01-03
Emmer,Tom Emmer,E000294,Republican,MN,MN,6.0,6.0,MN-06,https://emmer.house.gov,2,3,0,377,0,382,379,99.5,0.5,0.8,412639.0,21531.0,Q7815723,Tom,Emmer,326 Cannon House Office Building,326 Cannon House Office Building Washington DC 20515-2306,202-225-2331,2025-01-03,2027-01-03
Finstad,Brad Finstad,F000475,Republican,MN,MN,1.0,1.0,MN-01,https://finstad.house.gov,2,5,0,375,0,382,377,99.5,0.5,1.3,456869.0,,Q111159803,Brad,Finstad,2418 Rayburn House Office Building,2418 Rayburn House Office Building Washington DC 20515-2301,202-225-2472,2025-01-03,2027-01-03
Fischbach,Michelle Fischbach,F000470,Republican,MN,MN,7.0,7.0,MN-07,https://fischbach.house.gov,2,1,0,379,0,382,381,99.5,0.5,0.3,456828.0,,Q6837025,Michelle,Fischbach,2229 Rayburn House Office Building,2229 Rayburn House Office Building Washington DC 20515-2307,202-225-2165,2025-01-03,2027-01-03
Stauber,Pete Stauber,S001212,Republican,MN,MN,8.0,8.0,MN-08,https://stauber.house.gov,11,4,0,367,0,382,378,97.1,2.9,1.0,412792.0,21969.0,Q55955746,Pete,Stauber,145 Cannon House Office Building,145 Cannon House Office Building Washington DC 20515-2308,202-225-6211,2025-01-03,2027-01-03
Alford,Mark Alford,A000379,Republican,MO,MO,4.0,4.0,MO-04,https://alford.house.gov,11,6,0,365,0,382,376,97.1,2.9,1.6,456909.0,,Q115137637,Mark,Alford,328 Cannon House Office Building,328 Cannon House Office Building Washington DC 20515-2504,202-225-2876,2025-01-03,2027-01-03
Burlison,Eric Burlison,B001316,Republican,MO,MO,7.0,7.0,MO-07,https://burlison.house.gov,9,15,0,358,0,382,367,97.5,2.5,3.9,456910.0,,Q5386212,Eric,Burlison,1108 Longworth House Office Building,1108 Longworth House Office Building Washington DC 20515-2507,202-225-6536,2025-01-03,2027-01-03
Graves,Sam Graves,G000546,Republican,MO,MO,6.0,6.0,MO-06,https://graves.house.gov,3,11,0,368,0,382,371,99.2,0.8,2.9,400158.0,20124.0,Q465638,Sam,Graves,1135 Longworth House Office Building,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,2025-01-03,2027-01-03
Onder,"Robert F. Onder, Jr.",O000177,Republican,MO,MO,3.0,3.0,MO-03,https://onder.house.gov,6,7,0,369,0,382,375,98.4,1.6,1.8,456998.0,,Q27064117,Robert,Onder,1113 Longworth House Office Building,1113 Longworth House Office Building Washington DC 20515-2503,202-225-2956,2025-01-03,2027-01-03
Smith (MO),Jason Smith,S001195,Republican,MO,MO,8.0,8.0,MO-08,https://jasonsmith.house.gov,4,9,0,369,0,382,373,98.9,1.1,2.4,412596.0,21373.0,Q6163589,Jason,Smith,1011 Longworth House Office Building,1011 Longworth House Office Building Washington DC 20515-2508,202-225-4404,2025-01-03,2027-01-03
Wagner,Ann Wagner,W000812,Republican,MO,MO,2.0,2.0,MO-02,https://wagner.house.gov,10,2,0,370,0,382,380,97.4,2.6,0.5,412548.0,21337.0,Q3917251,Ann,Wagner,2350 Rayburn House Office Building,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,2025-01-03,2027-01-03
King-Hinds,,,Republican,MP,MP,,,,,19,8,0,13,0,40,32,40.6,59.4,20.0,,,,,,,,,,
Ezell,Mike Ezell,E000235,Republican,MS,MS,4.0,4.0,MS-04,https://ezell.house.gov,8,1,0,373,0,382,381,97.9,2.1,0.3,456911.0,,Q115137554,Mike,Ezell,443 Cannon House Office Building,443 Cannon House Office Building Washington DC 20515-2404,202-225-5772,2025-01-03,2027-01-03
Guest,Michael Guest,G000591,Republican,MS,MS,3.0,3.0,MS-03,https://guest.house.gov,6,7,0,369,0,382,375,98.4,1.6,1.8,412793.0,21927.0,Q60428645,Michael,Guest,450 Cannon House Office Building,450 Cannon House Office Building Washington DC 20515-2403,202-225-5031,2025-01-03,2027-01-03
Kelly (MS),Trent Kelly,K000388,Republican,MS,MS,1.0,1.0,MS-01,https://trentkelly.house.gov,1,4,0,377,0,382,378,99.7,0.3,1.0,412673.0,21561.0,Q20204915,Trent,Kelly,2243 Rayburn House Office Building,2243 Rayburn House Office Building Washington DC 20515-2401,202-225-4306,2025-01-03,2027-01-03
Downing,Troy Downing,D000634,Republican,MT,MT,2.0,2.0,MT-02,https://downing.house.gov,2,0,0,380,0,382,382,99.5,0.5,0.0,457000.0,,Q103158011,Troy,Downing,1529 Longworth House Office Building,1529 Longworth House Office Building Washington DC 20515-0001,202-225-3211,2025-01-03,2027-01-03
Zinke,Ryan K. Zinke,Z000018,Republican,MT,MT,1.0,1.0,MT-01,https://zinke.house.gov,10,6,0,366,0,382,376,97.3,2.7,1.6,412640.0,,Q7384672,Ryan,Zinke,512 Cannon House Office Building,512 Cannon House Office Building Washington DC 20515-2600,202-225-5628,2025-01-03,2027-01-03
Edwards,Chuck Edwards,E000246,Republican,NC,NC,11.0,11.0,NC-11,https://edwards.house.gov,17,3,0,362,0,382,379,95.5,4.5,0.8,456914.0,,Q55065043,Charles (Chuck),Edwards,1505 Longworth House Office Building,1505 Longworth House Office Building Washington DC 20515-3311,202-225-6401,2025-01-03,2027-01-03
Foxx,Virginia Foxx,F000450,Republican,NC,NC,5.0,5.0,NC-05,https://foxx.house.gov,1,3,0,378,0,382,379,99.7,0.3,0.8,400643.0,20521.0,Q458453,Virginia,Foxx,2462 Rayburn House Office Building,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,2025-01-03,2027-01-03
Harrigan,Pat Harrigan,H001101,Republican,NC,NC,10.0,10.0,NC-10,https://harrigan.house.gov,5,8,0,369,0,382,374,98.7,1.3,2.1,457003.0,,Q131179069,Pat,Harrigan,1233 Longworth House Office Building,1233 Longworth House Office Building Washington DC 20515-3310,202-225-2576,2025-01-03,2027-01-03
Harris (NC),Mark Harris,H001102,Republican,NC,NC,8.0,8.0,NC-08,https://markharris.house.gov,4,0,0,378,0,382,382,99.0,1.0,0.0,457002.0,,Q55622212,Mark,Harris,126 Cannon House Office Building,126 Cannon House Office Building Washington DC 20515-3308,202-225-1976,2025-01-03,2027-01-03
Hudson,Richard Hudson,H001067,Republican,NC,NC,9.0,9.0,NC-09,https://hudson.house.gov,5,4,0,373,0,382,378,98.7,1.3,1.0,412550.0,21346.0,Q3956999,Richard,Hudson,2112 Rayburn House Office Building,2112 Rayburn House Office Building Washington DC 20515-3309,202-225-3715,2025-01-03,2027-01-03
Knott,Brad Knott,K000405,Republican,NC,NC,13.0,13.0,NC-13,https://knott.house.gov,4,4,0,374,0,382,378,98.9,1.1,1.0,457004.0,,Q130979816,Brad,Knott,1239 Longworth House Office Building,1239 Longworth House Office Building Washington DC 20515-3313,202-225-4531,2025-01-03,2027-01-03
McDowell,Addison P. McDowell,M001240,Republican,NC,NC,6.0,6.0,NC-06,https://mcdowell.house.gov,7,1,0,374,0,382,381,98.2,1.8,0.3,457001.0,,Q130979819,Addison,McDowell,1032 Longworth House Office Building,1032 Longworth House Office Building Washington DC 20515-3306,202-225-3065,2025-01-03,2027-01-03
Moore (NC),Tim Moore,M001236,Republican,NC,NC,14.0,14.0,NC-14,https://timmoore.house.gov,3,2,0,377,0,382,380,99.2,0.8,0.5,457005.0,,Q7804002,Tim,Moore,1424 Longworth House Office Building,1424 Longworth House Office Building Washington DC 20515-0001,202-225-5634,2025-01-03,2027-01-03
Murphy,Gregory F. Murphy,M001210,Republican,NC,NC,3.0,3.0,NC-03,https://murphy.house.gov,5,67,0,310,0,382,315,98.4,1.6,17.5,412845.0,21987.0,Q23074266,Gregory,Murphy,407 Cannon House Office Building,407 Cannon House Office Building Washington DC 20515-3303,202-225-3415,2025-01-03,2027-01-03
Rouzer,David Rouzer,R000603,Republican,NC,NC,7.0,7.0,NC-07,https://rouzer.house.gov,2,4,0,376,0,382,378,99.5,0.5,1.0,412641.0,21544.0,Q5239255,David,Rouzer,2333 Rayburn House Office Building,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,2025-01-03,2027-01-03
Fedorchak,Julie Fedorchak,F000482,Republican,ND,ND,0.0,0.0,ND-00,https://fedorchak.house.gov,2,11,0,369,0,382,371,99.5,0.5,2.9,457006.0,,Q37824664,Julie,Fedorchak,1607 Longworth House Office Building,1607 Longworth House Office Building Washington DC 20515-3400,202-225-2611,2025-01-03,2027-01-03
Bacon,Don Bacon,B001298,Republican,NE,NE,2.0,2.0,NE-02,https://bacon.house.gov,35,2,0,345,0,382,380,90.8,9.2,0.5,412713.0,21701.0,Q19757583,Don,Bacon,2104 Rayburn House Office Building,2104 Rayburn House Office Building Washington DC 20515-2702,202-225-4155,2025-01-03,2027-01-03
Flood,Mike Flood,F000474,Republican,NE,NE,1.0,1.0,NE-01,https://flood.house.gov,13,2,0,367,0,382,380,96.6,3.4,0.5,456868.0,,Q6846855,Mike,Flood,343 Cannon House Office Building,343 Cannon House Office Building Washington DC 20515-2701,202-225-4806,2025-01-03,2027-01-03
Smith (NE),Adrian Smith,S001172,Republican,NE,NE,3.0,3.0,NE-03,https://adriansmith.house.gov,9,5,0,368,0,382,377,97.6,2.4,1.3,412217.0,20729.0,Q373443,Adrian,Smith,502 Cannon House Office Building,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,2025-01-03,2027-01-03
Kean,"Thomas H. Kean, Jr.",K000398,Republican,NJ,NJ,7.0,7.0,NJ-07,https://kean.house.gov,23,66,0,293,0,382,316,92.7,7.3,17.3,456917.0,,Q7791445,Thomas,Kean,251 Cannon House Office Building,251 Cannon House Office Building Washington DC 20515-3007,202-225-5361,2025-01-03,2027-01-03
Smith (NJ),Christopher H. Smith,S000522,Republican,NJ,NJ,4.0,4.0,NJ-04,https://chrissmith.house.gov,16,1,0,365,0,382,381,95.8,4.2,0.3,400380.0,14863.0,Q981167,Christopher,Smith,2373 Rayburn House Office Building,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,2025-01-03,2027-01-03
Van Drew,,,Republican,NJ,NJ,,,,,17,4,0,361,0,382,378,95.5,4.5,1.0,,,,,,,,,,
Amodei (NV),Mark E. Amodei,A000369,Republican,NV,NV,2.0,2.0,NV-02,https://amodei.house.gov,13,14,0,355,0,382,368,96.5,3.5,3.7,412500.0,21196.0,Q23944,Mark,Amodei,104 Cannon House Office Building,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,2025-01-03,2027-01-03
